 speaker,original_speakerid_in_metadata,gender,ethnicity,occupation_type,education_type,occupation,education,childcity,childloc,childzip,childstate,childLat,childLong,teencity,teenloc,teenzip,teenstate,teenLat,teenLong,adultcity,adultzip,adultstate,MT_taskname,consented_for_audio_to_be_public,origin,adult_latitude,adult_longitude
1681,481,F,white,paralegal,somecoll,3,3,St. Johnsbury,suburban,5819,VT,44.4047368,-71.9830753,St. Johnsbury,suburban,5819,VT,44.4047368,-71.9830753,Pittsfield,3263.0,NH,2016_10_9_10_yDMDi,yes,MechanicalTurkProject,43.305177,-71.3280016
1682,482,F,white,paralegal,bach,3,4,Cheshire,suburban,6410,CT,41.5118273,-72.9036174,Cheshire,suburban,6410,CT,41.5118273,-72.9036174,Wallingford,6492.0,CT,2016_10_9_11_jnnrQ,yes,MechanicalTurkProject,41.4570418,-72.8231552
1683,483,F,white,Healing Arts Practitioner,bach,3,4,Pomfret,rural,5053,VT,43.7194469,-72.4892254,Woodstock,rural,5091,VT,43.634612,-72.5771186,Somerville,2143.0,MA,2016_10_9_13_gYhpe,yes,MechanicalTurkProject,42.3875968,-71.0994968
1684,484,F,chinese,consultant,grad,3,5,Peabody,suburban,1960,MA,42.5342016,-70.969734,peabody,suburban,1960,MA,42.5342016,-70.969734,boston,2215.0,MA,2016_10_9_14_FwpHB,yes,MechanicalTurkProject,42.3554334,-71.060511
1685,485,M,white,Engineer,bach,4,4,Fall River,rural,2721,MA,41.6751253,-71.148281,Dighton,rural,2715,MA,41.8035976,-71.1534583,Bridgewater,2324.0,MA,2016_10_9_17_oYJki,yes,MechanicalTurkProject,41.9902206,-70.9754432
1686,486,F,white,pharmacist,bach,1,4,kingston,rural,2364,MA,41.9871959,-70.7419417,kingston,rural,2364,MA,41.9871959,-70.7419417,west roxbury,2132.0,MA,2016_10_9_18_IwUxV,no,MechanicalTurkProject,42.2792649,-71.1494972
1687,487,F,white,One on One instructor for special needs children,somecoll,3,3,Greenbush,rural,4418,ME,45.0884157,-68.4614065,Greenbush,rural,4418,ME,45.0884157,-68.4614065,Van Buren,4785.0,ME,2016_10_9_21_iCjIS,yes,MechanicalTurkProject,47.1562857,-67.9342048
1688,488,M,otherasian,Engineer,somecoll,4,3,Glastonbury,suburban,6033,CT,41.7074627,-72.5389323,Glastonbury,suburban,6033,CT,41.7074627,-72.5389323,Springfield,1119.0,MA,2016_10_9_23_uiZxK,no,MechanicalTurkProject,42.1018764,-72.5886727
1689,489,F,white,Labor and Delivery Nurse,bach,2,4,Westwood,suburban,2090,MA,42.2196447,-71.2167692,Westwood,suburban,2090,MA,42.2196447,-71.2167692,Amherst,1003.0,MA,2016_10_10_2_VcTIx,yes,MechanicalTurkProject,42.3731948,-72.5198761
1690,490,M,white,Cook,bach,5,4,Ipswich,suburban,1938,MA,42.68386,-70.8426662,Ipswich,suburban,1938,MA,42.68386,-70.8426662,Ipswich,1938.0,MA,2016_10_10_2_vpgHD,yes,MechanicalTurkProject,42.679273,-70.8411583
1691,491,F,white,Dispatcher,somecoll,4,3,Providence,urban,2908,RI,41.8398254,-71.436794,Providence,urban,2906,RI,41.8401692,-71.3904078,Providence,2908.0,RI,2016_10_10_9_LGEXt,yes,MechanicalTurkProject,41.8239891,-71.4128343
1692,492,M,chinese,Systems Administrator,grad,2,5,Cambridge,suburban,2138,MA,42.3796372,-71.1351523,Cambridge,suburban,2138,MA,42.3796372,-71.1351523,Cambridge,2138.0,MA,2016_10_10_9_qCXOz,yes,MechanicalTurkProject,42.3656347,-71.1040018
1693,493,M,white,car Sales Consultant,high,3,2,Winthrop,urban,2152,MA,42.3730546,-70.9748072,Medford,urban,2155,MA,42.4238395,-71.1076732,Woburn,1801.0,MA,2016_10_10_10_mIvvE,yes,MechanicalTurkProject,42.4792618,-71.1522766
1695,495,F,white,Speech-Language Pathology Assistant,bach,3,4,Easton,suburban,2356,MA,42.0604855,-71.1249698,Easton,suburban,2356,MA,42.0604855,-71.1249698,Amherst,1002.0,MA,2016_10_10_11_oKxYF,yes,MechanicalTurkProject,42.3731948,-72.5198761
1696,496,M,white,office administrator,bach,3,4,Tolland,rural,6084,CT,41.8830194,-72.3588694,Tolland,rural,6084,CT,41.8830194,-72.3588694,Tolland,6084.0,CT,2016_10_10_11_sBVeO,yes,MechanicalTurkProject,41.8700166,-72.3677153
1697,497,F,white,Gym Owner,bach,2,4,Pittsfield,rural,1201,MA,42.4482361,-73.2737268,hancock,urban,1237,MA,42.5478177,-73.2680327,Pittsfield,1201.0,MA,2016_10_10_13_WtQRN,yes,MechanicalTurkProject,42.4484778,-73.2541069
1698,498,F,white,Caregiver,somecoll,5,3,Stratford,suburban,6614,CT,41.2324658,-73.1298734,Stratford,suburban,6614,CT,41.2324658,-73.1298734,West Haven,6516.0,CT,2016_10_10_19_ddLdA,yes,MechanicalTurkProject,41.2706527,-72.9470471
1699,499,F,white,Customer Service Representative ,somecoll,3,3,Livermore Falls,rural,4254,ME,44.4453592,-70.1382191,Livermore Falls,rural,4254,ME,44.4453592,-70.1382191,Livermore Falls,4254.0,ME,2016_10_10_19_MZkRt,yes,MechanicalTurkProject,44.4724293,-70.1895554
1700,500,F,white,Physical Therapist,grad,3,5,Lyndonville,rural,5851,VT,44.5571323,-72.0805897,Lyndonville,rural,5851,VT,44.5571323,-72.0805897,Derby,5829.0,VT,2016_10_10_21_IDlHK,yes,MechanicalTurkProject,44.9354168,-72.120284
1702,502,M,white,Deputy Refuge Manager,somecoll,2,3,Bethel,rural,4217,ME,44.3800998,-70.8152388,Bethel,rural,4217,ME,44.3800998,-70.8152388,Colchester,5439.0,VT,2016_10_11_12_wBuxT,yes,MechanicalTurkProject,44.534084,-73.1846098
1703,503,M,white,Technical Support,bach,3,4,Littleton,suburban,1460,MA,42.5359311,-71.4905688,Littleton,suburban,1460,MA,42.5359311,-71.4905688,Littleton,1460.0,MA,2016_10_11_12_XwpmU,no,MechanicalTurkProject,42.5375917,-71.5120096
1704,504,M,white,Produce Associate - Grocery,somecoll,5,3,Farmingdale,rural,4344,ME,44.2605484,-69.8278048,Farmingdale,rural,4344,ME,44.2605484,-69.8278048,Gorham,4038.0,ME,2016_10_11_13_ojscM,yes,MechanicalTurkProject,43.6797334,-70.4429592
1705,505,F,white,Retail salesperson,high,6,2,Middletown,suburban,2842,RI,41.5186113,-71.2816845,Wakefield,suburban,2879,RI,41.4240132,-71.534272,Westerly,2891.0,RI,2016_10_11_15_cuIRs,yes,MechanicalTurkProject,41.3775996,-71.8272911
1706,506,F,white,Work from home parent,somecoll,4,3,Southbury,suburban,6488,CT,41.476862,-73.2300815,Southbury,suburban,6488,CT,41.476862,-73.2300815,Southbury,6488.0,CT,2016_10_11_15_lwJoW,yes,MechanicalTurkProject,41.4814848,-73.2131693
1707,507,M,white,Pharmacy Technician,somecoll,4,3,St. Albans,suburban,5478,VT,44.8094428,-73.0822093,St. Albans,suburban,5478,VT,44.8094428,-73.0822093,Kingston,2881.0,RI,2016_10_11_20_MDnWw,no,MechanicalTurkProject,41.4729285,-71.5223479
1709,509,M,white,Scientist - Associate,bach,3,4,Auburn,suburban,4210,ME,44.0845366,-70.2496493,Auburn,suburban,4210,ME,44.0845366,-70.2496493,Auburn,4210.0,ME,2016_10_11_21_nOEiN,no,MechanicalTurkProject,44.0965374,-70.2249487
1710,510,F,white,Customer Service Representative,somecoll,3,3,Limington,rural,4049,ME,43.7450037,-70.7029796,Spencer ,suburban,1562,MA,42.2472111,-71.9918667,Rockland,4841.0,ME,2016_10_11_22_zovvZ,yes,MechanicalTurkProject,44.1048327,-69.1091823
1711,511,F,white,Daycare Assistant,somecoll,5,3,Dalton,rural,1226,MA,42.4811191,-73.1350734,Dalton,rural,1226,MA,42.4811191,-73.1350734,Boston,2108.0,MA,2016_10_12_10_BIYZT,yes,MechanicalTurkProject,42.3554334,-71.060511
1712,512,F,white,Instructional Technologist,bach,4,4,Bridgewater,suburban,2324,MA,41.9723874,-70.9787781,Bridgewater,suburban,2324,MA,41.9723874,-70.9787781,Boston,2116.0,MA,2016_10_12_10_cxLEo,yes,MechanicalTurkProject,42.3554334,-71.060511
1713,513,M,asianindian,Research Technician,somecoll,3,3,Wayland,suburban,1778,MA,42.3436865,-71.381186,Wayland,suburban,1778,MA,42.3436865,-71.381186,Wayland,,MA,2016_10_12_10_dWWJj,no,MechanicalTurkProject,42.3632063,-71.3606721
1714,514,M,other,merchandizing,somecoll,3,3,Brockton,urban,2301,MA,42.0783714,-71.0423041,pawtucket,urban,2860,RI,41.8705624,-71.3886815,pawtucket,2860.0,RI,2016_10_12_19_vqHfz,no,MechanicalTurkProject,41.8789531,-71.3821203
1715,515,F,white,Corrections Officer,somecoll,4,3,Parkman,rural,4443,ME,45.2280472,-69.3535249,Parkman,rural,4443,ME,45.2280472,-69.3535249,Parkman,4443.0,ME,2016_10_12_20_GYezi,yes,MechanicalTurkProject,45.1336651,-69.4331038
1716,516,F,white,Administrative Assistant,bach,3,4,Acton,suburban,1720,MA,42.483953,-71.4384947,Acton,suburban,1720,MA,42.483953,-71.4384947,Franklin,2038.0,MA,2016_10_13_9_pEMqT,yes,MechanicalTurkProject,42.5896205,-72.6110645
1718,518,F,white,Barista,bach,4,4,Easthampton,suburban,1027,MA,42.2950079,-72.7518767,Easthampton,suburban,1027,MA,42.2950079,-72.7518767,Burlington,5401.0,VT,2016_10_13_13_FMBhk,no,MechanicalTurkProject,44.4761601,-73.212906
1722,522,M,white,Education,grad,3,5,Boston,urban,2132,MA,42.2804549,-71.1620165,Boston,urban,2132,MA,42.2804549,-71.1620165,Watertown,2472.0,MA,2016_10_15_13_gEyUv,no,MechanicalTurkProject,42.3652518,-71.1843236
1723,523,F,white,Teacher,assoc,3,3,Plainfield,rural,1070,MA,42.5184458,-72.9190166,Plainfield,rural,1070,MA,42.5184458,-72.9190166,Greenfield,1301.0,MA,2016_10_15_14_NAKoK,yes,MechanicalTurkProject,42.5876342,-72.6002068
1725,525,F,white,Assistant Librarian,assoc,4,3,Gloucester,suburban,1930,MA,42.61991,-70.6818235,Ossipee,rural,3864,NH,43.6883051,-71.100411,Ossipee,3864.0,NH,2016_10_16_9_TARoh,yes,MechanicalTurkProject,43.7550521,-71.1528533
1726,526,F,white,Starbucks Barista,bach,4,4,Suffield,suburban,6078,CT,41.9927306,-72.6514596,Middletown,urban,6457,CT,41.549278,-72.6562,Springfield,1109.0,MA,2016_10_16_12_MqgUQ,yes,MechanicalTurkProject,42.1018764,-72.5886727
1728,528,M,white,Education,bach,3,4,Cambridge,urban,2139,MA,42.3629856,-71.1033529,Cambridge,urban,2139,MA,42.3629856,-71.1033529,Cambridge,2138.0,MA,2016_10_16_14_anQca,no,MechanicalTurkProject,42.3656347,-71.1040018
1730,530,F,white,Customer Service,somecoll,3,3,East Hartford,urban,6118,CT,41.7487016,-72.6096858,Vernon,urban,6066,CT,41.8375231,-72.4591228,Boston,2115.0,MA,2016_10_16_17_GYmlh,yes,MechanicalTurkProject,42.3554334,-71.060511
1732,532,M,white,Biomedical Engineer,grad,4,5,Shrewsbury,suburban,1545,MA,42.2847672,-71.7142277,Shrewsbury,suburban,1545,MA,42.2847672,-71.7142277,Philadelphia,19107.0,PA,2016_10_16_21_TQgjT,no,MechanicalTurkProject,39.9527237,-75.1635262
1733,533,M,white,Mental health worker,bach,4,4,South Burlington,suburban,5403,VT,44.4448665,-73.1734678,South Burlington,suburban,5403,VT,44.4448665,-73.1734678,Burlington,5401.0,VT,2016_9_22_13_ApoeC,yes,MechanicalTurkProject,44.4761601,-73.212906
1734,534,F,white,Researcher,bach,3,4,Pembroke,suburban,3275,NH,43.170513,-71.417063,Pembroke,suburban,3275,NH,43.170513,-71.417063,Durham,3824.0,NH,2016_9_23_13_IGXSv,yes,MechanicalTurkProject,43.134564,-70.927048
1735,535,F,white,Factory Worker,assoc,5,3,Gardner,suburban,1440,MA,42.5865157,-71.9880619,Gardner,suburban,1440,MA,42.5865157,-71.9880619,Winchendon,1475.0,MA,2016_9_23_13_uBUDK,yes,MechanicalTurkProject,42.6815126,-72.0499767
1736,536,F,white,Grocery store cashier,bach,5,4,Gardner,rural,1440,MA,42.5865157,-71.9880619,Phillipston,rural,1331,MA,42.5624081,-72.1910798,Worcester,1610.0,MA,2016_10_9_13_ZGIfN,yes,MechanicalTurkProject,42.2625621,-71.8018877
1737,537,M,puerto,Chipotle Crew Member,somecoll,5,3,Lynn,urban,1902,MA,42.4710392,-70.9415353,Lynn,urban,1902,MA,42.4710392,-70.9415353,Lynn,1902.0,MA,2016_10_17_0_OgMHT,yes,MechanicalTurkProject,42.466763,-70.9494939
1738,538,M,white,Cultivation assistant ,bach,4,4,Portland,suburban,4103,ME,43.694105,-70.2879267,Camden,rural,4843,ME,44.2384055,-69.0640391,Portland,4103.0,ME,2016_10_17_6_SOPxO,yes,MechanicalTurkProject,43.6573605,-70.2586618
1739,539,F,white,Licensed Massage Therapist,bach,4,4,north kingstown,suburban,2852,RI,41.5885522,-71.459825,north kingstown,suburban,2852,RI,41.5885522,-71.459825,Durham,3824.0,NH,2016_10_17_8_oODJw,yes,MechanicalTurkProject,43.134564,-70.927048
1740,540,F,white,Studen,somecoll,3,3,Hudson,suburban,1749,MA,42.3890712,-71.5458637,Hudson,suburban,1749,MA,42.3890712,-71.5458637,Amherst,1003.0,MA,2016_10_17_12_wSMFD,yes,MechanicalTurkProject,42.3731948,-72.5198761
1741,541,M,white,Financial Analyst ,bach,3,4,Middletown,suburban,6457,CT,41.549278,-72.6562,Middletown,suburban,6457,CT,41.549278,-72.6562,Middletown,6457.0,CT,2016_10_17_13_NDMlw,yes,MechanicalTurkProject,41.5623178,-72.6509061
1742,542,M,white,Bookeeper,somecoll,3,3,Sharon,suburban,2067,MA,42.1077816,-71.1817715,Sharon,suburban,2067,MA,42.1077816,-71.1817715,Dorchester,2125.0,MA,2016_10_17_15_BplLn,yes,MechanicalTurkProject,42.2973205,-71.0744952
1743,543,F,white,Student,bach,3,4,New Fairfield,rural,6812,CT,41.4827428,-73.4879196,New Fairfield,rural,6812,CT,41.4827428,-73.4879196,Ithaca,14851.0,NY,2016_10_17_16_UoDeS,yes,MechanicalTurkProject,42.4374175,-76.5483724
1744,544,F,black,Student,somecoll,3,3,Springfield,suburban,1109,MA,42.1196737,-72.5497259,Springfield,urban,1109,MA,42.1196737,-72.5497259,Springfield,1109.0,MA,2016_10_17_18_lynXR,yes,MechanicalTurkProject,42.1018764,-72.5886727
1745,545,F,white,Director of Orientation,grad,2,5,Essex Junction,rural,5452,VT,44.5388717,-73.0500851,Essex Junction,rural,5452,VT,44.5388717,-73.0500851,Lowell,1854.0,MA,2016_10_17_18_tdjjp,no,MechanicalTurkProject,42.6414437,-71.3085329
1746,546,F,native,Full Time parent ,bach,6,4,Raymond,suburban,4071,ME,43.9280485,-70.4502419,Gray,suburban,4039,ME,43.9045512,-70.3670267,Gray,4039.0,ME,2016_10_17_22_ycLmX,yes,MechanicalTurkProject,43.8860922,-70.3303592
1747,547,F,white,Writer,somecoll,4,3,Canaan,rural,3741,NH,43.6769397,-72.0070015,Claremont,urban,3743,NH,43.3607254,-72.3269286,Windsor,5089.0,VT,2016_10_18_7_zDpen,yes,MechanicalTurkProject,43.4798875,-72.3866266
1748,548,F,white,Department Supervisor,bach,2,4,Bowdoinham,rural,4008,ME,44.0430363,-69.8640722,Bowdoinham,rural,4008,ME,44.0430363,-69.8640722,Bowdoinham,4008.0,ME,2016_10_18_11_lylrB,yes,MechanicalTurkProject,44.0098907,-69.8969355
1749,549,F,otherasian,Nursing assistant,bach,2,4,Rockville,urban,6066,CT,41.8375231,-72.4591228,Taunton,suburban,2780,MA,41.909112,-71.1183464,Meriden,6451.0,CT,2016_10_18_13_XPaCG,yes,MechanicalTurkProject,41.5381535,-72.8070435
1750,550,F,white,Artist,somecoll,4,3,Orange,suburban,6477,CT,41.2849513,-73.0246368,Stratford,suburban,6477,CT,41.2849513,-73.0246368,Naugatuck,,CT,2016_10_18_13_yjkhG,yes,MechanicalTurkProject,41.4860186,-73.0509432
1751,551,F,other,Screenwriter,somecoll,4,3,Smithfield,suburban,2828,RI,41.8800829,-71.5643115,Smithfield,suburban,2828,RI,41.8800829,-71.5643115,Pawtucket,2860.0,RI,2016_10_18_15_QpFCg,no,MechanicalTurkProject,41.8789531,-71.3821203
1752,552,M,white,Bank Manager,somecoll,2,3,Warwick,suburban,2888,RI,41.7476708,-71.4061184,Warwick,suburban,2888,RI,41.7476708,-71.4061184,Warwick,2888.0,RI,2016_10_18_17_kLSAv,yes,MechanicalTurkProject,41.6992717,-71.4586114
1753,553,F,white,Current 4-year undergrad student,somecoll,3,3,Westfield,suburban,1085,MA,42.1535029,-72.771602,Westfield,suburban,1085,MA,42.1535029,-72.771602,Morgantown,26505.0,WV,2016_10_18_17_LkmLE,yes,MechanicalTurkProject,39.6296809,-79.9559437
1755,555,F,white,Sales Representative,somecoll,3,3,Gorham,suburban,4038,ME,43.7036174,-70.4637804,Biddeford,urban,4005,ME,43.492125,-70.4853676,Biddeford,4005.0,ME,2016_10_19_10_VdpMd,yes,MechanicalTurkProject,43.4925843,-70.4533844
1756,556,M,white,writer,bach,4,4,Preston,suburban,6365,CT,41.5186523,-72.0065973,Preston,suburban,6365,CT,41.5186523,-72.0065973,Hartford,6101.0,CT,2016_10_19_16_bbqhN,yes,MechanicalTurkProject,41.764582,-72.6908547
1760,560,M,white,Golfer Care,bach,4,4,Westport,rural,2790,MA,41.5991765,-71.0823714,Westport,rural,2790,MA,41.5991765,-71.0823714,Westport,2790.0,MA,2016_10_20_13_jvkfl,yes,MechanicalTurkProject,41.6220399,-71.0780195
1762,562,M,white,Salesman ,bach,3,4,Fairfield,suburban,6824,CT,41.1730393,-73.280818,Fairfield,suburban,6824,CT,41.1730393,-73.280818,Bryn Athyn ,19009.0,PA,2016_10_20_17_BqvNx,no,MechanicalTurkProject,40.1314988,-75.0673938
1763,563,M,white,Teaching Assistant,bach,3,4,Camden,rural,4843,ME,44.2384055,-69.0640391,Camden,rural,4843,ME,44.2384055,-69.0640391,Camden,4843.0,ME,2016_10_20_17_rnDID,yes,MechanicalTurkProject,44.210265,-69.065552
1764,564,M,white,Student,high,3,2,Greenwich,suburban,6870,CT,41.0235507,-73.5712352,Greenwich,suburban,6870,CT,41.0235507,-73.5712352,Greenwich,6870.0,CT,2016_10_20_19_XeHEc,yes,MechanicalTurkProject,41.0264862,-73.6284598
1765,565,F,white,deli manager,somecoll,2,3,Claremont,suburban,3743,NH,43.3607254,-72.3269286,Claremont,suburban,3743,NH,43.3607254,-72.3269286,Cornish,3745.0,NH,2016_10_20_20_SJDsE,yes,MechanicalTurkProject,43.4646175,-72.3689049
1766,566,M,white,Student,bach,3,4,South Kingstown ,suburban,2879,RI,41.4240132,-71.534272,South Kingstown,suburban,2879,RI,41.4240132,-71.534272,South Kingstown,2879.0,RI,2016_10_21_0_mFiFJ,no,MechanicalTurkProject,41.454944,-71.5394738
1767,567,M,white,Bookkeeper,bach,3,4,Coventry,rural,2816,RI,41.6920463,-71.6191159,Coventry,rural,2816,RI,41.6920463,-71.6191159,Hope,2831.0,RI,2016_10_21_12_TrIkf,yes,MechanicalTurkProject,41.7334334,-71.5625625
1769,569,M,white,Student,somecoll,3,3,Danbury,suburban,6810,CT,41.3742839,-73.4576107,Danbury,suburban,6810,CT,41.3742839,-73.4576107,New Haven,6515.0,CT,2016_10_22_2_TXFes,no,MechanicalTurkProject,41.3082138,-72.9250518
1770,570,M,white,Pogrammer Analyst,assoc,3,3,West Warwick,suburban,2893,RI,41.6790059,-71.5186877,West Warwick,suburban,2893,RI,41.6790059,-71.5186877,West Warwick,2893.0,RI,2016_10_22_10_CbTcf,no,MechanicalTurkProject,41.7061296,-71.5221451
1774,574,F,white,transcriptionist,somecoll,4,3,Belfast,rural,4915,ME,44.4635016,-69.0375706,Belfast,rural,4915,ME,44.4635016,-69.0375706,Monroe,4951.0,ME,2016_10_22_18_NCMGs,yes,MechanicalTurkProject,44.6154,-69.018173
1775,575,F,white,Alarm dispatcher,somecoll,4,3,Piermont,rural,3779,NH,43.9618502,-72.0012913,Piermont,rural,3779,NH,43.9618502,-72.0012913,Piermont,3779.0,NH,2016_10_23_9_sNOlu,yes,MechanicalTurkProject,43.9707333,-72.0811463
1778,578,M,white,Hotel Sales,grad,3,5,West Warwick,suburban,2893,RI,41.6790059,-71.5186877,West Warwick,suburban,2893,RI,41.6790059,-71.5186877,Cranston,2910.0,RI,2016_10_23_14_EKzpO,yes,MechanicalTurkProject,41.779588,-71.4366813
1779,579,M,white,Truck Driver,somecoll,5,3,Medford,suburban,2155,MA,42.4238395,-71.1076732,Medford,suburban,2155,MA,42.4238395,-71.1076732,Medford,2155.0,MA,2016_10_23_14_QUfDq,yes,MechanicalTurkProject,42.4184296,-71.1061639
1780,580,M,white,Plumbing & Heating Sales,somecoll,3,3,Naples,rural,4055,ME,43.9757686,-70.6392975,Naples,rural,4055,ME,43.9757686,-70.6392975,Norway,4068.0,ME,2016_10_23_16_rsClM,no,MechanicalTurkProject,44.214202,-70.545273
1783,583,M,white,Mechanical Engineering Co-Op,somecoll,4,3,Williamstown,suburban,1267,MA,42.6716169,-73.2469815,Pelham,suburban,1002,MA,42.3639768,-72.4585072,Troy,12180.0,NY,2016_10_24_17_QxgLA,yes,MechanicalTurkProject,42.7284117,-73.6917878
1785,585,M,white,Railroad Disptacher,assoc,4,3,Johnston,suburban,2919,RI,41.8274402,-71.5198792,Johnston,suburban,2919,RI,41.8274402,-71.5198792,Pascoag,2859.0,RI,2016_10_24_20_vLlRo,yes,MechanicalTurkProject,41.9537775,-71.7013505
1787,587,M,white,teacher,bach,3,4,Providence,urban,2903,RI,41.8182303,-71.4090877,Little Compton,rural,2837,RI,41.5187687,-71.1672468,Hamden,6514.0,CT,2016_10_25_13_PXrzU,yes,MechanicalTurkProject,41.3836233,-72.9020069
1790,590,M,white,Software Developer,somecoll,3,3,Hooksett,suburban,3106,NH,43.0825841,-71.4468778,Hooksett,suburban,3106,NH,43.0825841,-71.4468778,Rochester,14623.0,NY,2016_10_25_20_rvDqS,yes,MechanicalTurkProject,43.157285,-77.615214
1794,594,F,white,legal,grad,2,5,Ludlow,rural,5149,VT,43.3805531,-72.7121236,Ludlow,rural,5149,VT,43.3805531,-72.7121236,Warren,1083.0,MA,2016_10_26_11_ApIvB,yes,MechanicalTurkProject,42.2128632,-72.1926488
1796,596,M,white,Merchandiser,somehigh,3,1,Danielson,suburban,6239,CT,41.7940402,-71.8545346,Danielson,suburban,6239,CT,41.7940402,-71.8545346,Danielson,6239.0,CT,2016_10_26_14_eclho,yes,MechanicalTurkProject,41.8046229,-71.8841686
1800,600,F,white,LICENSED UCC PASTOR,grad,4,5,SHARON,rural,5065,VT,43.7824769,-72.4233631,SHARON,rural,5065,VT,43.7824769,-72.4233631,SHARON,5065.0,VT,2016_10_27_18_viVeV,yes,MechanicalTurkProject,43.7842237,-72.4535483
1801,601,M,white,Landscaper,somecoll,4,3,Sandgate,rural,5776,VT,43.252732,-73.1973613,Bennington,suburban,5201,VT,42.869213,-73.1285154,Arlington,5250.0,VT,2016_10_28_10_IafbV,yes,MechanicalTurkProject,43.0750066,-73.1541875
1805,605,M,black,Research,bach,3,4,Lynn,urban,1902,MA,42.4710392,-70.9415353,Lynn,urban,1902,MA,42.4710392,-70.9415353,Brunswick,4011.0,ME,2016_10_28_19_LbbiY,yes,MechanicalTurkProject,43.9166529,-69.9659438
1806,606,M,white,Electrician,somecoll,4,3,New Bedford,urban,2745,MA,41.700737,-70.9505465,New Bedford,urban,2746,MA,41.6616943,-70.9412078,New Bedford,2746.0,MA,2016_10_28_20_tHJAC,no,MechanicalTurkProject,41.6362152,-70.934205
1810,610,M,white,software,bach,3,4,portland,suburban,4101,ME,43.6626067,-70.257949,nashua,suburban,3060,NH,42.7410867,-71.4582661,manchester,,NH,2016_10_29_15_NtAzu,yes,MechanicalTurkProject,42.9956397,-71.4547891
1811,611,M,white,Delivery Driver,somecoll,5,3,Winterport,rural,4496,ME,44.6503837,-68.9088903,Hampden,rural,4444,ME,44.7289801,-68.9499635,Hampden,4444.0,ME,2016_10_29_22_cFEms,yes,MechanicalTurkProject,44.7445159,-68.836982
1812,612,F,white,Veterinary Technician,assoc,4,3,Dexter,rural,4930,ME,45.0275716,-69.3179702,Dexter,rural,4930,ME,45.0275716,-69.3179702,Newport,4953.0,ME,2016_10_30_10_RuYHd,yes,MechanicalTurkProject,44.8353424,-69.2739365
1813,613,F,white,Assistant Manager,somecoll,2,3,Camden,suburban,4843,ME,44.2384055,-69.0640391,Camden,suburban,4843,ME,44.2384055,-69.0640391,Camden,4843.0,ME,2016_10_30_13_fzpIs,yes,MechanicalTurkProject,44.210265,-69.065552
1814,614,M,white,Engineer,somecoll,4,3,Newburyport,suburban,1950,MA,42.8123585,-70.8910952,Newburyport,suburban,1950,MA,42.8123585,-70.8910952,Newburyport,1950.0,MA,2016_10_30_15_ppqOn,yes,MechanicalTurkProject,42.8116592,-70.8719271
1816,616,M,white,Information Systems Support Specialist,assoc,3,3,Howland,rural,4493,ME,45.2368243,-68.5245758,howland,rural,4493,ME,45.2368243,-68.5245758,Howland,4493.0,ME,2016_10_30_16_XAoaW,yes,MechanicalTurkProject,45.2420787,-68.6567209
1823,623,M,white,carpenter,high,4,2,newfield,rural,4095,ME,43.6289088,-70.9068341,newfield,rural,4095,ME,43.6289088,-70.9068341,portland,,ME,2016_11_1_14_OWvGK,yes,MechanicalTurkProject,43.6573605,-70.2586618
1825,625,M,white,Behavioral Health Professional,bach,3,4,Andover,suburban,1810,MA,42.6480437,-71.1617514,Andover,suburban,1810,MA,42.6480437,-71.1617514,Biddeford,4005.0,ME,2016_11_1_22_nKIaB,yes,MechanicalTurkProject,43.4925843,-70.4533844
1826,626,M,white,IT Support,bach,4,4,Corinth,rural,4427,ME,44.9805383,-69.0108798,Corinth,rural,4427,ME,44.9805383,-69.0108798,Corinth,4427.0,ME,2016_11_2_5_xIXvN,yes,MechanicalTurkProject,45.0037427,-69.0234445
1827,627,M,white,Real Estate Agent,bach,3,4,Newton,suburban,2466,MA,42.3444566,-71.2486166,Newton,suburban,2466,MA,42.3444566,-71.2486166,Newton,2466.0,MA,2016_11_2_11_QFHGl,yes,MechanicalTurkProject,42.3370414,-71.2092214
1829,629,F,white,Office Manager,somehigh,2,1,Windham,suburban,4062,ME,43.7946894,-70.4053294,Windham,suburban,4062,ME,43.7946894,-70.4053294,Gray,4039.0,ME,2016_11_2_16_Wmbqp,yes,MechanicalTurkProject,43.8860922,-70.3303592
1834,634,F,white,Administrative Assistant,bach,3,4,North Swanzey,suburban,3431,NH,42.9650443,-72.2948028,North Walpole,suburban,3609,NH,43.1439322,-72.4464368,Salisbury,21801.0,MD,2016_11_6_18_wxFlf,yes,MechanicalTurkProject,38.366027,-75.6009964
1838,638,F,white,MTURK,assoc,5,3,Laconia,urban,3246,NH,43.5764196,-71.4810196,Laconia,urban,3246,NH,43.5764196,-71.4810196,Laconia,3246.0,NH,2016_11_7_9_WGade,yes,MechanicalTurkProject,43.5278546,-71.470351
1841,641,M,white,Information Technology,grad,4,5,Watertown,suburban,6795,CT,41.6238921,-73.1261953,Watertown,suburban,6795,CT,41.6238921,-73.1261953,Arlington,2476.0,MA,2016_11_8_10_jCmof,yes,MechanicalTurkProject,42.4153739,-71.1564428
1844,644,M,white,Analyst,bach,3,4,Wrentham,suburban,2093,MA,42.0526709,-71.356858,Wrentham,suburban,2093,MA,42.0526709,-71.356858,Wrentham,2093.0,MA,2016_11_8_21_PCkIT,yes,MechanicalTurkProject,42.0667652,-71.3281114
